,level_0,Elo_home,Elo_away,home_GF,home_GA,away_GF,away_GA,result
500,13479,80.0,80.0,51,57,47,43,1.0
501,57030,62.0,79.0,45,80,44,62,0.0
502,119376,65.0,58.0,57,41,38,70,1.0
503,49582,58.0,62.0,52,38,52,49,1.0
504,105708,86.0,78.0,57,46,44,56,1.0
505,71163,77.0,68.0,48,35,29,63,1.0
506,119174,65.0,57.0,57,41,51,63,0.0
507,107263,80.0,69.0,49,52,41,51,1.0
508,38539,72.0,68.0,40,35,35,39,0.0
509,72118,69.0,72.0,34,53,28,33,1.0
510,33215,73.0,74.0,39,67,55,51,-1.0
511,93273,64.0,55.0,66,39,30,32,1.0
512,62523,73.0,80.0,34,45,40,59,1.0
513,41217,70.0,71.0,42,49,47,47,0.0
514,13125,75.0,82.0,42,44,63,39,1.0
515,27213,71.0,77.0,53,53,51,35,0.0
516,85466,89.0,97.0,51,53,100,33,-1.0
517,41605,56.0,71.0,31,62,36,59,-1.0
518,5194,53.0,54.0,46,48,33,49,1.0
519,3574,42.0,61.0,46,54,41,42,1.0
520,1378,56.0,55.0,64,56,65,73,1.0
521,103136,74.0,75.0,29,63,33,36,-1.0
522,121321,49.0,51.0,44,49,40,56,1.0
523,95222,61.0,52.0,28,45,46,50,1.0
524,78194,79.0,76.0,45,42,15,79,1.0
525,41976,79.0,54.0,45,41,21,70,0.0
526,58963,80.0,77.0,52,53,55,55,1.0
527,51285,58.0,51.0,30,44,54,37,1.0
528,41063,78.0,93.0,42,34,52,29,1.0
529,52240,50.0,49.0,36,38,44,52,0.0
530,8253,49.0,61.0,53,46,46,52,0.0
531,8414,61.0,49.0,29,33,32,41,1.0
532,119721,48.0,54.0,49,40,59,40,1.0
533,41596,69.0,62.0,50,40,31,61,1.0
534,78833,73.0,78.0,47,75,49,51,-1.0
535,59751,89.0,77.0,66,38,35,47,0.0
536,14597,85.0,74.0,54,40,37,49,1.0
537,32777,58.0,78.0,29,59,53,46,0.0
538,28206,67.0,76.0,44,67,57,37,0.0
539,102910,73.0,78.0,27,44,27,31,0.0
540,80978,76.0,83.0,42,34,35,54,-1.0
541,101964,64.0,53.0,49,46,43,54,1.0
542,116813,44.0,52.0,42,43,54,66,0.0
543,71161,69.0,88.0,29,71,66,34,-1.0
544,113720,56.0,56.0,46,49,41,42,0.0
545,90203,66.0,58.0,66,38,59,51,1.0
546,61463,70.0,82.0,31,58,48,58,-1.0
547,86748,97.0,75.0,70,27,41,64,1.0
548,46639,57.0,51.0,53,41,44,44,-1.0
549,33959,64.0,89.0,58,72,119,32,-1.0
550,24016,54.0,52.0,55,57,45,65,-1.0
551,70989,75.0,66.0,35,41,41,44,0.0
552,27242,83.0,71.0,66,36,53,53,0.0
553,40282,73.0,82.0,52,50,41,41,-1.0
554,26112,71.0,74.0,39,58,58,29,-1.0
555,32294,86.0,75.0,60,45,72,51,0.0
556,47247,66.0,53.0,52,26,50,38,0.0
557,10666,85.0,84.0,62,32,66,47,1.0
558,107477,73.0,70.0,33,44,43,45,1.0
559,36804,82.0,83.0,61,32,69,30,-1.0
560,11720,83.0,86.0,52,51,39,42,1.0
561,98735,59.0,54.0,55,55,57,50,-1.0
562,58708,76.0,74.0,40,46,35,69,1.0
563,11861,87.0,85.0,76,38,39,42,0.0
564,85461,77.0,76.0,32,62,60,44,-1.0
565,75283,88.0,62.0,80,22,41,50,-1.0
566,84341,80.0,72.0,31,47,36,70,-1.0
567,44419,82.0,64.0,53,48,34,76,1.0
568,29810,86.0,77.0,66,41,63,58,0.0
569,51181,52.0,47.0,44,45,46,44,1.0
570,40211,84.0,65.0,44,38,27,53,-1.0
571,5381,54.0,54.0,46,48,42,63,1.0
572,42893,67.0,81.0,37,72,56,34,-1.0
573,24486,50.0,54.0,53,61,60,77,1.0
574,41516,67.0,72.0,50,40,36,59,1.0
575,103905,80.0,77.0,41,35,35,48,1.0
576,111036,86.0,76.0,55,36,60,51,1.0
577,75892,68.0,68.0,27,54,42,44,-1.0
578,117113,46.0,58.0,44,48,39,47,1.0
579,120764,56.0,50.0,45,55,54,51,1.0
580,39690,71.0,80.0,38,45,52,29,0.0
581,32224,83.0,88.0,72,37,60,45,0.0
582,43822,64.0,82.0,40,38,50,57,0.0
583,13232,71.0,74.0,35,59,60,45,-1.0
584,71333,75.0,65.0,43,45,33,49,1.0
585,80137,88.0,70.0,59,39,41,37,-1.0
586,75889,77.0,53.0,53,38,40,44,-1.0
587,105850,65.0,88.0,43,56,52,38,-1.0
588,78115,86.0,84.0,56,54,68,32,0.0
589,12065,86.0,88.0,53,52,63,41,-1.0
590,32126,68.0,68.0,42,55,39,48,0.0
591,28857,75.0,87.0,57,27,77,32,1.0
592,2671,57.0,43.0,52,47,38,27,-1.0
593,105941,89.0,61.0,52,38,41,54,1.0
594,31951,68.0,67.0,39,48,42,55,-1.0
595,52662,48.0,49.0,49,37,41,42,1.0
596,9481,53.0,50.0,57,35,53,45,1.0
597,35136,79.0,75.0,43,27,34,48,1.0
598,72248,69.0,56.0,31,36,22,42,1.0
599,113713,48.0,55.0,35,44,46,49,-1.0
600,9296,59.0,56.0,53,51,46,48,1.0
601,95574,56.0,61.0,47,54,41,34,0.0
602,9848,86.0,77.0,49,41,42,55,1.0
603,2820,60.0,67.0,41,35,57,36,0.0
604,83281,83.0,76.0,66,47,42,57,1.0
605,1300,61.0,58.0,60,59,47,52,1.0
606,38119,81.0,82.0,31,40,37,39,0.0
607,98400,47.0,53.0,46,53,76,71,-1.0
608,103834,74.0,78.0,53,56,42,48,0.0
609,47080,45.0,55.0,32,40,39,43,-1.0
610,64653,75.0,91.0,44,47,52,48,1.0
611,61452,70.0,81.0,26,69,53,38,0.0
612,113070,54.0,58.0,41,43,36,45,1.0
613,112606,53.0,52.0,45,43,35,53,1.0
614,20209,58.0,63.0,60,68,49,56,1.0
615,13230,82.0,81.0,42,49,57,59,0.0
616,65724,75.0,84.0,45,70,62,44,1.0
617,101941,51.0,56.0,47,40,50,46,1.0
618,104201,79.0,82.0,46,25,51,37,1.0
619,43004,86.0,73.0,46,26,63,31,1.0
620,10107,82.0,82.0,46,57,60,38,0.0
621,66752,73.0,69.0,38,58,26,75,0.0
622,87196,72.0,78.0,38,76,36,42,0.0
623,22708,47.0,62.0,52,77,79,45,-1.0
624,23537,57.0,40.0,54,70,49,67,1.0
625,101740,65.0,50.0,49,46,47,40,-1.0
626,19604,51.0,53.0,58,63,78,58,0.0
627,18552,72.0,75.0,57,53,43,46,1.0
628,107683,90.0,75.0,68,41,46,51,1.0
629,113449,67.0,52.0,60,38,33,64,1.0
630,41915,72.0,80.0,32,43,45,41,0.0
631,40059,87.0,81.0,42,36,43,25,-1.0
632,14009,87.0,81.0,51,27,51,50,-1.0
633,92973,55.0,54.0,30,32,40,43,1.0
634,67418,70.0,77.0,24,45,46,28,0.0
635,109405,66.0,74.0,43,72,41,50,1.0
636,120502,53.0,55.0,44,49,54,40,0.0
637,78892,83.0,71.0,63,36,47,54,0.0
638,38469,62.0,83.0,43,64,34,31,-1.0
639,16555,81.0,72.0,35,57,39,75,-1.0
640,117147,56.0,50.0,41,51,40,80,1.0
641,27098,69.0,73.0,27,59,53,59,0.0
642,18571,95.0,76.0,92,28,43,46,0.0
643,71499,82.0,62.0,32,31,22,74,-1.0
644,119339,55.0,59.0,50,53,40,58,0.0
645,94717,52.0,69.0,45,63,56,56,1.0
646,4163,59.0,65.0,93,37,66,38,1.0
647,102203,55.0,55.0,30,53,61,40,-1.0
648,41428,66.0,55.0,50,40,31,62,1.0
649,107615,71.0,92.0,50,43,60,39,0.0
650,118370,53.0,61.0,90,55,48,50,0.0
651,81728,85.0,75.0,48,68,48,63,-1.0
652,105364,85.0,81.0,55,39,52,55,0.0
653,88107,78.0,73.0,28,43,37,48,1.0
654,118903,60.0,58.0,73,46,52,51,-1.0
655,72477,70.0,68.0,35,31,31,49,0.0
656,110195,73.0,72.0,49,55,62,41,1.0
657,97804,65.0,51.0,44,37,85,62,0.0
658,90387,64.0,58.0,61,31,42,40,1.0
659,26927,70.0,78.0,43,60,55,44,-1.0
660,23352,57.0,56.0,59,86,71,59,1.0
661,39181,73.0,83.0,34,42,47,35,-1.0
662,56707,74.0,83.0,35,58,65,61,1.0
663,70451,61.0,70.0,35,50,31,51,0.0
664,20696,58.0,62.0,56,56,66,84,1.0
665,6365,43.0,67.0,38,52,56,28,1.0
666,93694,59.0,51.0,43,42,31,37,1.0
667,112998,54.0,62.0,41,43,30,55,0.0
668,87528,58.0,95.0,43,65,55,29,-1.0
669,32414,70.0,75.0,43,54,65,49,-1.0
670,33108,73.0,65.0,39,67,42,61,-1.0
671,101945,64.0,66.0,49,46,48,43,0.0
672,8443,63.0,55.0,51,32,50,54,0.0
673,89402,62.0,47.0,32,36,39,46,1.0
674,58550,84.0,64.0,48,54,41,56,0.0
675,105940,89.0,93.0,59,37,67,42,1.0
676,56384,82.0,82.0,57,62,56,51,1.0
677,71994,69.0,76.0,38,49,38,37,-1.0
678,32797,68.0,63.0,37,42,34,60,1.0
679,70960,72.0,69.0,32,46,42,56,0.0
680,57593,78.0,81.0,55,70,61,47,0.0
681,111581,73.0,94.0,52,65,76,43,-1.0
682,70525,69.0,91.0,31,51,66,26,1.0
683,59417,78.0,92.0,44,44,63,38,-1.0
684,1425,61.0,50.0,65,40,43,79,1.0
685,51867,62.0,52.0,39,53,52,42,-1.0
686,109615,72.0,72.0,49,65,38,57,1.0
687,44391,89.0,81.0,107,31,40,47,1.0
688,33813,66.0,81.0,58,63,64,43,-1.0
689,63673,89.0,71.0,66,41,40,82,0.0
690,3200,49.0,63.0,38,53,49,46,-1.0
691,103949,80.0,78.0,35,30,46,46,0.0
692,84731,79.0,73.0,42,46,46,52,1.0
693,122243,54.0,60.0,46,34,44,42,0.0
694,54616,45.0,54.0,38,44,34,40,-1.0
695,74791,67.0,73.0,33,57,32,45,1.0
696,2479,67.0,59.0,43,46,44,48,-1.0
697,8169,57.0,54.0,45,39,28,55,-1.0
698,90663,59.0,52.0,42,40,49,54,1.0
699,46524,53.0,62.0,41,41,36,38,-1.0
700,76032,64.0,91.0,40,48,74,29,-1.0
701,18126,95.0,85.0,89,22,45,49,1.0
702,77798,74.0,83.0,41,51,56,42,1.0
703,16401,85.0,86.0,67,22,38,44,0.0
704,18153,94.0,95.0,72,40,89,22,1.0
705,33963,66.0,59.0,61,68,29,74,1.0
706,108651,92.0,63.0,74,33,35,65,1.0
707,36296,76.0,83.0,45,55,71,34,0.0
708,52141,64.0,48.0,35,45,48,74,1.0
709,73935,89.0,81.0,57,25,39,37,1.0
710,52571,55.0,45.0,47,37,36,47,1.0
711,22568,60.0,69.0,59,71,55,51,1.0
712,80275,81.0,86.0,33,56,52,45,1.0
713,11698,67.0,68.0,52,46,40,47,1.0
714,30610,68.0,64.0,40,49,34,64,1.0
715,63701,78.0,75.0,36,53,45,46,-1.0
716,981,51.0,53.0,43,79,56,44,-1.0
717,23276,66.0,50.0,63,57,47,76,1.0
718,69298,90.0,72.0,84,20,29,47,1.0
719,41582,78.0,75.0,42,29,27,45,1.0
720,65654,67.0,75.0,55,67,45,70,1.0
721,117052,54.0,61.0,49,49,54,40,0.0
722,85045,88.0,81.0,59,44,39,53,1.0
723,120644,50.0,53.0,44,44,66,39,-1.0
724,57452,80.0,86.0,55,70,70,34,1.0
725,121912,59.0,56.0,54,40,49,45,-1.0
726,89983,66.0,44.0,66,38,50,32,0.0
727,83770,90.0,86.0,54,39,80,57,1.0
728,95869,60.0,66.0,48,51,51,60,-1.0
729,29587,71.0,69.0,47,55,44,62,-1.0
730,31245,62.0,65.0,38,59,30,80,1.0
731,41024,76.0,92.0,40,56,52,29,-1.0
732,64891,75.0,79.0,38,51,48,45,1.0
733,90040,68.0,57.0,59,25,45,46,1.0
734,62761,72.0,77.0,37,79,47,66,1.0
735,29500,72.0,60.0,47,55,34,47,-1.0
736,93435,59.0,69.0,43,42,41,40,0.0
737,54034,55.0,71.0,52,61,51,41,-1.0
738,44165,72.0,76.0,44,70,36,42,1.0
739,73454,87.0,74.0,47,26,48,50,1.0
740,80123,77.0,85.0,44,60,45,43,1.0
741,118875,63.0,48.0,67,32,37,38,1.0
742,95450,54.0,61.0,39,49,53,60,1.0
743,120286,67.0,50.0,78,41,43,56,0.0
744,85644,71.0,93.0,46,80,77,26,-1.0
745,36075,80.0,86.0,71,34,58,41,1.0
746,84727,88.0,88.0,48,47,59,44,1.0
747,28767,69.0,68.0,31,64,36,56,0.0
748,6318,47.0,53.0,35,60,60,40,-1.0
749,120797,56.0,55.0,57,42,35,45,1.0
750,9379,55.0,63.0,46,45,62,41,1.0
751,100034,63.0,55.0,40,46,48,49,0.0
752,67069,77.0,72.0,62,47,33,55,1.0
753,84580,72.0,74.0,35,42,36,70,1.0
754,115006,52.0,53.0,51,52,50,57,1.0
755,48325,48.0,61.0,41,47,44,46,-1.0
756,20902,58.0,60.0,70,50,54,48,1.0
757,67061,89.0,75.0,55,39,41,66,0.0
758,100405,61.0,58.0,44,49,42,50,1.0
759,103872,61.0,76.0,29,37,55,40,0.0
760,115738,51.0,53.0,44,47,37,48,0.0
761,26719,71.0,73.0,41,71,54,60,-1.0
762,40869,83.0,79.0,58,45,33,52,1.0
763,39154,73.0,85.0,41,74,59,30,-1.0
764,90775,63.0,52.0,40,49,28,63,1.0
765,39265,87.0,84.0,64,26,50,28,0.0
766,111279,95.0,78.0,70,30,52,37,0.0
767,72394,74.0,63.0,25,27,28,37,0.0
768,48709,54.0,49.0,41,41,45,50,-1.0
769,21651,57.0,63.0,57,71,48,62,0.0
770,91919,59.0,57.0,57,38,42,56,1.0
771,91918,62.0,45.0,38,43,52,64,-1.0
772,96524,44.0,55.0,47,46,55,42,0.0
773,60920,90.0,77.0,52,41,42,58,1.0
774,77933,82.0,85.0,61,47,55,50,1.0
775,11138,84.0,87.0,60,47,51,44,0.0
776,112234,65.0,66.0,27,57,33,35,1.0
777,16154,71.0,74.0,35,59,36,42,1.0
778,117520,47.0,53.0,44,48,60,42,0.0
779,79444,77.0,86.0,36,51,44,46,0.0
780,67365,68.0,72.0,25,38,39,34,0.0
781,74873,74.0,69.0,34,32,33,48,1.0
782,49441,62.0,53.0,52,49,47,52,-1.0
783,23105,58.0,55.0,53,54,71,59,0.0
784,20419,55.0,55.0,51,66,52,61,-1.0
785,32847,88.0,69.0,88,32,37,42,1.0
786,55936,81.0,77.0,39,55,38,71,1.0
787,28524,67.0,53.0,48,36,37,90,1.0
788,74648,72.0,88.0,43,42,67,30,1.0
789,94320,59.0,55.0,44,39,50,63,-1.0
790,99320,54.0,64.0,48,42,51,64,1.0
791,102534,55.0,51.0,36,41,36,31,1.0
792,6834,44.0,51.0,43,59,64,35,-1.0
793,64885,93.0,69.0,83,38,46,55,1.0
794,89344,56.0,50.0,59,53,31,56,1.0
795,51591,54.0,63.0,52,47,64,33,1.0
796,93999,63.0,50.0,53,39,52,55,1.0
797,83490,81.0,83.0,44,48,66,47,0.0
798,45611,81.0,74.0,76,42,42,54,0.0
799,50329,55.0,56.0,47,35,57,45,1.0
800,67510,90.0,72.0,89,18,34,46,1.0
801,110817,72.0,91.0,33,61,77,29,-1.0
802,21601,50.0,60.0,50,72,50,64,1.0
803,95669,55.0,56.0,51,59,55,67,1.0
804,5336,66.0,67.0,49,50,48,34,0.0
805,68705,71.0,89.0,56,42,56,15,0.0
806,11850,77.0,75.0,45,36,30,41,1.0
807,105899,73.0,73.0,40,42,36,37,1.0
808,33448,72.0,65.0,50,64,42,69,1.0
809,82373,81.0,88.0,52,57,46,50,0.0
810,13245,74.0,75.0,41,68,54,37,1.0
811,35066,72.0,75.0,31,50,46,45,-1.0
812,96588,56.0,56.0,55,39,55,42,1.0
813,119651,50.0,54.0,38,41,44,37,0.0
814,10974,77.0,72.0,60,54,32,49,1.0
815,18236,67.0,77.0,42,60,51,42,1.0
816,101681,60.0,56.0,39,56,45,53,0.0
817,80859,86.0,71.0,51,49,58,52,1.0
818,110354,88.0,75.0,90,38,43,61,1.0
819,86471,68.0,99.0,49,61,112,29,-1.0
820,89998,54.0,62.0,30,40,30,48,1.0
821,91804,50.0,58.0,37,46,38,32,1.0
822,10749,72.0,85.0,42,43,63,30,0.0
823,58335,88.0,84.0,68,33,57,52,-1.0
824,111539,88.0,73.0,77,51,52,65,-1.0
825,121151,52.0,49.0,48,47,41,54,-1.0
826,31588,70.0,78.0,52,62,70,37,0.0
827,111543,64.0,75.0,27,77,69,63,-1.0
828,50116,49.0,55.0,46,42,57,45,1.0
829,105214,92.0,78.0,67,28,36,61,1.0
830,118414,60.0,56.0,57,28,57,33,1.0
831,56744,74.0,86.0,35,58,59,55,-1.0
832,52068,61.0,50.0,58,40,43,59,1.0
833,21595,58.0,65.0,55,70,81,41,1.0
834,119287,46.0,59.0,44,45,56,52,-1.0
835,42660,79.0,67.0,54,51,39,51,1.0
836,57427,81.0,79.0,64,44,34,52,1.0
837,16559,71.0,84.0,41,47,49,58,-1.0
838,81580,80.0,73.0,48,54,40,48,0.0
839,119130,61.0,57.0,45,35,45,63,-1.0
840,63959,89.0,74.0,71,43,47,73,1.0
841,27790,68.0,72.0,56,64,41,49,-1.0
842,15623,80.0,93.0,60,37,71,42,0.0
843,56527,72.0,82.0,47,58,62,61,-1.0
844,78733,83.0,82.0,43,55,44,55,0.0
845,70000,83.0,71.0,45,33,43,43,0.0
846,53507,45.0,61.0,45,66,39,54,1.0
847,119184,61.0,59.0,45,35,65,43,0.0
848,15479,72.0,82.0,36,55,57,57,-1.0
849,86575,74.0,73.0,52,73,37,70,1.0
850,38729,78.0,62.0,29,44,39,31,-1.0
851,36396,76.0,71.0,38,53,53,55,-1.0
852,32535,87.0,67.0,92,31,46,56,1.0
853,49657,49.0,61.0,50,41,45,46,-1.0
854,98249,56.0,50.0,49,67,37,58,1.0
855,73319,68.0,69.0,35,33,29,42,1.0
856,526,55.0,54.0,46,54,44,82,1.0
857,24883,60.0,54.0,49,56,57,55,0.0
858,69254,70.0,72.0,38,50,29,47,0.0
859,57511,82.0,76.0,48,61,43,52,-1.0
860,75902,73.0,60.0,48,36,36,41,0.0
861,2758,40.0,67.0,41,41,50,32,-1.0
862,4039,66.0,40.0,40,49,30,70,1.0
863,82252,64.0,78.0,38,46,46,65,0.0
864,79381,79.0,85.0,54,47,49,50,1.0
865,31751,89.0,64.0,87,47,36,74,1.0
866,109489,72.0,74.0,46,52,48,68,-1.0
867,34131,73.0,59.0,37,55,29,52,1.0
868,27081,71.0,69.0,48,45,27,59,0.0
869,22657,59.0,60.0,57,67,59,71,0.0
870,37327,70.0,81.0,36,48,35,41,1.0
871,19453,73.0,80.0,36,54,61,37,-1.0
872,71086,59.0,70.0,27,55,29,71,0.0
873,26274,71.0,70.0,51,59,49,47,0.0
874,35813,73.0,73.0,43,47,39,48,1.0
875,40782,64.0,80.0,42,40,33,52,1.0
876,76774,82.0,90.0,43,34,52,28,-1.0
877,99277,55.0,55.0,46,49,55,44,-1.0
878,32884,68.0,82.0,48,49,62,40,1.0
879,109099,75.0,70.0,34,54,43,51,-1.0
880,89592,69.0,66.0,50,30,49,33,1.0
881,58511,71.0,76.0,37,71,52,49,1.0
882,103690,75.0,75.0,41,55,42,44,1.0
883,112885,51.0,66.0,40,43,45,34,1.0
884,105992,89.0,65.0,52,38,27,46,1.0
885,112079,62.0,53.0,55,50,38,35,-1.0
886,22018,53.0,55.0,48,76,60,47,-1.0
887,71484,69.0,62.0,27,53,22,74,1.0
888,46787,44.0,50.0,36,52,30,43,1.0
889,64332,71.0,64.0,54,46,38,53,1.0
890,55046,88.0,88.0,54,38,55,47,1.0
891,112159,66.0,55.0,27,57,46,44,0.0
892,15965,71.0,64.0,43,60,44,42,-1.0
893,100804,50.0,63.0,31,42,69,55,0.0
894,27387,89.0,70.0,55,31,39,61,1.0
895,74783,89.0,90.0,71,19,72,18,0.0
896,115204,58.0,51.0,72,44,47,61,0.0
897,50235,48.0,63.0,51,36,48,35,0.0
898,26847,78.0,62.0,55,44,40,67,1.0
899,37231,82.0,77.0,35,41,32,42,0.0
900,106242,70.0,72.0,47,61,50,52,-1.0
901,14175,81.0,72.0,79,38,36,53,1.0
902,118492,58.0,61.0,52,51,67,32,0.0
903,105848,72.0,75.0,36,37,52,57,1.0
904,3166,44.0,49.0,52,36,38,53,1.0
905,15476,73.0,76.0,30,52,43,50,1.0
906,74621,75.0,72.0,45,53,43,42,-1.0
907,97946,51.0,68.0,58,61,69,37,0.0
908,1733,60.0,64.0,38,41,56,34,0.0
909,71472,71.0,70.0,35,54,56,35,-1.0
910,38852,71.0,78.0,41,59,29,44,-1.0
911,88332,82.0,71.0,59,38,36,57,1.0
912,99755,53.0,62.0,55,56,50,44,0.0
913,94938,51.0,57.0,49,45,68,30,0.0
914,85117,73.0,86.0,37,52,58,54,1.0
915,17904,75.0,96.0,40,46,80,17,-1.0
916,9855,75.0,83.0,42,46,53,47,-1.0
917,65585,81.0,80.0,41,48,48,63,1.0
918,48986,62.0,60.0,50,32,34,43,1.0
919,75049,63.0,90.0,35,44,80,22,1.0
920,105576,64.0,80.0,57,52,41,52,-1.0
921,40797,69.0,75.0,48,53,44,30,0.0
922,57301,82.0,71.0,66,58,36,93,1.0
923,65934,75.0,73.0,28,56,45,55,0.0
924,88771,60.0,67.0,32,36,44,29,-1.0
925,46769,54.0,56.0,32,39,41,40,0.0
926,99433,57.0,49.0,42,53,41,66,1.0
927,69258,70.0,90.0,53,33,84,20,0.0
928,42427,63.0,75.0,38,63,38,48,-1.0
929,111,54.0,58.0,53,52,45,65,-1.0
930,16240,82.0,82.0,67,22,43,48,1.0
931,57976,76.0,88.0,39,48,62,32,-1.0
932,94106,54.0,57.0,44,51,59,22,-1.0
933,58924,73.0,77.0,35,69,40,46,1.0
934,45904,65.0,54.0,69,35,44,46,0.0
935,39951,67.0,67.0,35,37,36,47,1.0
936,70687,70.0,90.0,37,47,73,27,-1.0
937,52351,52.0,54.0,43,47,47,37,1.0
938,44482,70.0,87.0,42,52,87,43,0.0
939,102641,83.0,76.0,55,32,29,50,1.0
940,95832,56.0,67.0,47,46,51,60,1.0
941,89577,50.0,70.0,45,41,57,34,1.0
942,74897,71.0,87.0,36,42,68,36,-1.0
943,64527,89.0,93.0,55,51,68,41,-1.0
944,14824,73.0,76.0,46,47,33,55,1.0
945,84892,72.0,79.0,42,69,44,61,0.0
946,120300,51.0,58.0,44,51,47,45,0.0
947,49488,62.0,48.0,54,22,40,40,0.0
948,50121,56.0,52.0,35,40,46,50,0.0
949,26728,74.0,71.0,70,28,42,58,1.0
950,72993,70.0,75.0,29,57,42,43,1.0
951,508,55.0,55.0,51,53,44,82,1.0
952,36389,78.0,84.0,56,48,60,39,0.0
953,83301,77.0,79.0,42,41,69,54,1.0
954,78403,92.0,86.0,76,29,68,32,1.0
955,94672,53.0,53.0,46,54,55,54,-1.0
956,115562,48.0,47.0,42,49,46,35,-1.0
957,96806,51.0,60.0,38,69,79,47,0.0
958,108714,74.0,59.0,43,55,27,84,-1.0
959,95471,58.0,55.0,41,40,48,38,-1.0
960,66973,66.0,76.0,20,63,62,47,-1.0
961,26068,72.0,71.0,39,58,36,65,0.0
962,121020,59.0,56.0,46,45,49,60,1.0
963,60501,64.0,81.0,47,54,51,59,-1.0
964,78753,77.0,73.0,55,81,47,75,-1.0
965,109392,79.0,70.0,58,46,48,62,1.0
966,67753,71.0,90.0,37,46,89,18,-1.0
967,53604,52.0,49.0,35,60,47,60,-1.0
968,97601,52.0,57.0,48,63,35,64,0.0
969,93341,54.0,51.0,47,35,37,38,-1.0
970,40022,67.0,66.0,36,47,37,47,1.0
971,92130,52.0,60.0,36,44,52,50,1.0
972,22324,55.0,61.0,78,40,59,71,1.0
973,58903,86.0,82.0,68,49,47,50,1.0
974,81270,92.0,61.0,56,35,35,61,1.0
975,87667,71.0,69.0,32,51,37,53,1.0
976,69594,70.0,70.0,39,40,38,42,1.0
977,25869,68.0,76.0,32,84,53,49,-1.0
978,47111,44.0,52.0,37,43,37,45,1.0
979,68969,90.0,67.0,60,30,30,54,1.0
980,462,55.0,54.0,49,52,46,54,1.0
981,88939,56.0,55.0,41,40,44,42,1.0
982,51009,61.0,56.0,43,40,45,37,0.0
983,75937,71.0,64.0,25,35,40,48,-1.0
984,55820,80.0,86.0,35,44,58,63,-1.0
985,53118,55.0,58.0,39,31,44,44,0.0
986,44042,71.0,83.0,46,53,57,41,1.0
987,112886,64.0,60.0,45,48,58,31,0.0
988,81478,90.0,79.0,67,47,38,68,1.0
989,76603,82.0,77.0,38,40,32,40,1.0
990,96185,67.0,68.0,55,39,56,55,0.0
991,91686,61.0,53.0,60,38,45,56,1.0
992,117691,65.0,56.0,46,39,45,50,0.0
993,98144,54.0,65.0,37,58,63,43,-1.0
994,8880,58.0,48.0,49,50,45,52,1.0
995,64580,76.0,67.0,40,85,38,53,0.0
996,97750,51.0,71.0,58,56,85,44,-1.0
997,32458,65.0,75.0,40,50,65,49,1.0
998,83933,66.0,79.0,40,74,37,46,1.0
999,85033,74.0,85.0,36,61,49,52,1.0
